"book_name","department","study_level","read_count"
"Drunkard's Walk, The","DANCE","UNDERGRAD",5
"Drunkard's Walk, The","ECONOMICS","GRAD",3
"Drunkard's Walk, The","ECONOMICS","UNDERGRAD",4
"Drunkard's Walk, The","ENGLISH","GRAD",4
"Drunkard's Walk, The","ENGLISH","UNDERGRAD",8
"Drunkard's Walk, The","MATHEMATICS","GRAD",2
"Drunkard's Walk, The","MATHEMATICS","UNDERGRAD",1
"Drunkard's Walk, The","POLITICAL_SCIENCE","GRAD",4
"Drunkard's Walk, The","POLITICAL_SCIENCE","UNDERGRAD",1
"Drunkard's Walk, The","PSYCHOLOGY","GRAD",5
"Drunkard's Walk, The","STATISTICS","GRAD",5
"Drunkard's Walk, The","STATISTICS","UNDERGRAD",2
"Dylan on Dylan","COMPUTER_SCIENCE","GRAD",3
"Dylan on Dylan","COMPUTER_SCIENCE","UNDERGRAD",6
"Dylan on Dylan","DANCE","GRAD",4
"Dylan on Dylan","DANCE","UNDERGRAD",6
"Dylan on Dylan","ECONOMICS","GRAD",7
"Dylan on Dylan","ENGLISH","GRAD",2
"Dylan on Dylan","ENGLISH","UNDERGRAD",6
"Dylan on Dylan","MATHEMATICS","GRAD",1
"Dylan on Dylan","MATHEMATICS","UNDERGRAD",2
"Dylan on Dylan","POLITICAL_SCIENCE","GRAD",5
"Dylan on Dylan","POLITICAL_SCIENCE","UNDERGRAD",4
"Dylan on Dylan","PSYCHOLOGY","GRAD",5
"Dylan on Dylan","PSYCHOLOGY","UNDERGRAD",5
"Dylan on Dylan","STATISTICS","GRAD",2
"Dylan on Dylan","STATISTICS","UNDERGRAD",1
"Econometric Analysis","COMPUTER_SCIENCE","GRAD",2
"Econometric Analysis","COMPUTER_SCIENCE","UNDERGRAD",6
"Econometric Analysis","DANCE","GRAD",2
"Econometric Analysis","DANCE","UNDERGRAD",3
"Econometric Analysis","ECONOMICS","GRAD",2
"Econometric Analysis","ECONOMICS","UNDERGRAD",3
"Econometric Analysis","ENGLISH","GRAD",7
"Econometric Analysis","ENGLISH","UNDERGRAD",3
"Econometric Analysis","MATHEMATICS","UNDERGRAD",3
"Econometric Analysis","POLITICAL_SCIENCE","GRAD",1
"Econometric Analysis","POLITICAL_SCIENCE","UNDERGRAD",6
"Econometric Analysis","PSYCHOLOGY","GRAD",2
"Econometric Analysis","PSYCHOLOGY","UNDERGRAD",4
"Econometric Analysis","STATISTICS","GRAD",7
"Econometric Analysis","STATISTICS","UNDERGRAD",2
"Electric Universe","COMPUTER_SCIENCE","GRAD",3
"Electric Universe","COMPUTER_SCIENCE","UNDERGRAD",2
"Electric Universe","DANCE","GRAD",3
"Electric Universe","DANCE","UNDERGRAD",6
"Electric Universe","ECONOMICS","GRAD",2
"Electric Universe","ECONOMICS","UNDERGRAD",2
"Electric Universe","ENGLISH","GRAD",3
"Electric Universe","ENGLISH","UNDERGRAD",1
"Electric Universe","MATHEMATICS","GRAD",1
"Electric Universe","MATHEMATICS","UNDERGRAD",3
"Electric Universe","POLITICAL_SCIENCE","UNDERGRAD",5
"Electric Universe","PSYCHOLOGY","GRAD",2
"Electric Universe","PSYCHOLOGY","UNDERGRAD",4
"Electric Universe","STATISTICS","GRAD",4
"Elements of Information Theory","COMPUTER_SCIENCE","GRAD",2
"Elements of Information Theory","COMPUTER_SCIENCE","UNDERGRAD",5
"Elements of Information Theory","DANCE","GRAD",6
"Elements of Information Theory","DANCE","UNDERGRAD",6
"Elements of Information Theory","ECONOMICS","GRAD",4
"Elements of Information Theory","ECONOMICS","UNDERGRAD",4
"Elements of Information Theory","ENGLISH","GRAD",2
"Elements of Information Theory","ENGLISH","UNDERGRAD",2
"Elements of Information Theory","MATHEMATICS","GRAD",5
"Elements of Information Theory","MATHEMATICS","UNDERGRAD",5
"Elements of Information Theory","POLITICAL_SCIENCE","GRAD",7
"Elements of Information Theory","POLITICAL_SCIENCE","UNDERGRAD",3
"Elements of Information Theory","PSYCHOLOGY","GRAD",1
"Elements of Information Theory","PSYCHOLOGY","UNDERGRAD",2
"Elements of Information Theory","STATISTICS","GRAD",6
"Elements of Information Theory","STATISTICS","UNDERGRAD",3
"Empire of the Mughal - Brothers at War","COMPUTER_SCIENCE","GRAD",3
"Empire of the Mughal - Brothers at War","COMPUTER_SCIENCE","UNDERGRAD",1
"Empire of the Mughal - Brothers at War","DANCE","GRAD",2
"Empire of the Mughal - Brothers at War","DANCE","UNDERGRAD",3
"Empire of the Mughal - Brothers at War","ECONOMICS","GRAD",2
"Empire of the Mughal - Brothers at War","ECONOMICS","UNDERGRAD",3
"Empire of the Mughal - Brothers at War","ENGLISH","GRAD",6
"Empire of the Mughal - Brothers at War","ENGLISH","UNDERGRAD",3
"Empire of the Mughal - Brothers at War","MATHEMATICS","GRAD",3
"Empire of the Mughal - Brothers at War","MATHEMATICS","UNDERGRAD",6
"Empire of the Mughal - Brothers at War","POLITICAL_SCIENCE","GRAD",1
"Empire of the Mughal - Brothers at War","POLITICAL_SCIENCE","UNDERGRAD",6
"Empire of the Mughal - Brothers at War","PSYCHOLOGY","GRAD",6
"Empire of the Mughal - Brothers at War","PSYCHOLOGY","UNDERGRAD",4
"Empire of the Mughal - Brothers at War","STATISTICS","GRAD",2
"Empire of the Mughal - Brothers at War","STATISTICS","UNDERGRAD",2
"Empire of the Mughal - Raiders from the North","COMPUTER_SCIENCE","GRAD",5
"Empire of the Mughal - Raiders from the North","COMPUTER_SCIENCE","UNDERGRAD",3
"Empire of the Mughal - Raiders from the North","DANCE","GRAD",3
"Empire of the Mughal - Raiders from the North","DANCE","UNDERGRAD",5
"Empire of the Mughal - Raiders from the North","ECONOMICS","GRAD",3
"Empire of the Mughal - Raiders from the North","ECONOMICS","UNDERGRAD",1
"Empire of the Mughal - Raiders from the North","ENGLISH","GRAD",4
"Empire of the Mughal - Raiders from the North","ENGLISH","UNDERGRAD",6
"Empire of the Mughal - Raiders from the North","MATHEMATICS","GRAD",1
"Empire of the Mughal - Raiders from the North","MATHEMATICS","UNDERGRAD",4
"Empire of the Mughal - Raiders from the North","POLITICAL_SCIENCE","GRAD",4
"Empire of the Mughal - Raiders from the North","POLITICAL_SCIENCE","UNDERGRAD",5
"Empire of the Mughal - Raiders from the North","PSYCHOLOGY","GRAD",3
"Empire of the Mughal - Raiders from the North","PSYCHOLOGY","UNDERGRAD",3
"Empire of the Mughal - Raiders from the North","STATISTICS","GRAD",2
"Empire of the Mughal - Raiders from the North","STATISTICS","UNDERGRAD",5
"Empire of the Mughal - Ruler of the World","COMPUTER_SCIENCE","GRAD",4
"Empire of the Mughal - Ruler of the World","COMPUTER_SCIENCE","UNDERGRAD",4
"Empire of the Mughal - Ruler of the World","DANCE","GRAD",1
"Empire of the Mughal - Ruler of the World","DANCE","UNDERGRAD",3
"Empire of the Mughal - Ruler of the World","ECONOMICS","GRAD",3
"Empire of the Mughal - Ruler of the World","ECONOMICS","UNDERGRAD",2
"Empire of the Mughal - Ruler of the World","ENGLISH","GRAD",3
"Empire of the Mughal - Ruler of the World","ENGLISH","UNDERGRAD",3
"Empire of the Mughal - Ruler of the World","MATHEMATICS","GRAD",3
"Empire of the Mughal - Ruler of the World","MATHEMATICS","UNDERGRAD",1
"Empire of the Mughal - Ruler of the World","POLITICAL_SCIENCE","GRAD",4
"Empire of the Mughal - Ruler of the World","POLITICAL_SCIENCE","UNDERGRAD",4
"Empire of the Mughal - Ruler of the World","PSYCHOLOGY","GRAD",4
"Empire of the Mughal - Ruler of the World","PSYCHOLOGY","UNDERGRAD",6
"Empire of the Mughal - Ruler of the World","STATISTICS","GRAD",3
"Empire of the Mughal - Ruler of the World","STATISTICS","UNDERGRAD",4
"Empire of the Mughal - The Serpent's Tooth","COMPUTER_SCIENCE","GRAD",2
"Empire of the Mughal - The Serpent's Tooth","COMPUTER_SCIENCE","UNDERGRAD",5
"Empire of the Mughal - The Serpent's Tooth","DANCE","GRAD",2
"Empire of the Mughal - The Serpent's Tooth","DANCE","UNDERGRAD",3
"Empire of the Mughal - The Serpent's Tooth","ECONOMICS","GRAD",1
"Empire of the Mughal - The Serpent's Tooth","ENGLISH","GRAD",2
"Empire of the Mughal - The Serpent's Tooth","ENGLISH","UNDERGRAD",5
"Empire of the Mughal - The Serpent's Tooth","MATHEMATICS","UNDERGRAD",4
"Empire of the Mughal - The Serpent's Tooth","POLITICAL_SCIENCE","GRAD",2
"Empire of the Mughal - The Serpent's Tooth","POLITICAL_SCIENCE","UNDERGRAD",7
"Empire of the Mughal - The Serpent's Tooth","PSYCHOLOGY","GRAD",3
"Empire of the Mughal - The Serpent's Tooth","PSYCHOLOGY","UNDERGRAD",2
"Empire of the Mughal - The Serpent's Tooth","STATISTICS","GRAD",8
"Empire of the Mughal - The Tainted Throne","COMPUTER_SCIENCE","GRAD",1
"Empire of the Mughal - The Tainted Throne","COMPUTER_SCIENCE","UNDERGRAD",2
"Empire of the Mughal - The Tainted Throne","DANCE","GRAD",4
"Empire of the Mughal - The Tainted Throne","DANCE","UNDERGRAD",4
"Empire of the Mughal - The Tainted Throne","ECONOMICS","GRAD",4
"Empire of the Mughal - The Tainted Throne","ENGLISH","GRAD",5
"Empire of the Mughal - The Tainted Throne","ENGLISH","UNDERGRAD",5
"Empire of the Mughal - The Tainted Throne","MATHEMATICS","GRAD",5
"Empire of the Mughal - The Tainted Throne","MATHEMATICS","UNDERGRAD",5
"Empire of the Mughal - The Tainted Throne","POLITICAL_SCIENCE","GRAD",3
"Empire of the Mughal - The Tainted Throne","POLITICAL_SCIENCE","UNDERGRAD",3
"Empire of the Mughal - The Tainted Throne","PSYCHOLOGY","GRAD",2
"Empire of the Mughal - The Tainted Throne","PSYCHOLOGY","UNDERGRAD",2
"Empire of the Mughal - The Tainted Throne","STATISTICS","GRAD",5
"Empire of the Mughal - The Tainted Throne","STATISTICS","UNDERGRAD",2
"Eyeless in Gaza","COMPUTER_SCIENCE","GRAD",3
"Eyeless in Gaza","COMPUTER_SCIENCE","UNDERGRAD",3
"Eyeless in Gaza","DANCE","GRAD",7
"Eyeless in Gaza","DANCE","UNDERGRAD",6
"Eyeless in Gaza","ECONOMICS","GRAD",4
"Eyeless in Gaza","ECONOMICS","UNDERGRAD",3
"Eyeless in Gaza","ENGLISH","GRAD",1
"Eyeless in Gaza","ENGLISH","UNDERGRAD",2
"Eyeless in Gaza","MATHEMATICS","GRAD",5
"Eyeless in Gaza","MATHEMATICS","UNDERGRAD",2
"Eyeless in Gaza","POLITICAL_SCIENCE","GRAD",4
"Eyeless in Gaza","POLITICAL_SCIENCE","UNDERGRAD",3
"Eyeless in Gaza","PSYCHOLOGY","GRAD",2
"Eyeless in Gaza","PSYCHOLOGY","UNDERGRAD",5
"Eyeless in Gaza","STATISTICS","GRAD",1
"Eyeless in Gaza","STATISTICS","UNDERGRAD",2
"False Impressions","COMPUTER_SCIENCE","GRAD",2
"False Impressions","COMPUTER_SCIENCE","UNDERGRAD",5
"False Impressions","DANCE","GRAD",2
"False Impressions","DANCE","UNDERGRAD",6
"False Impressions","ECONOMICS","GRAD",3
"False Impressions","ECONOMICS","UNDERGRAD",2
"False Impressions","ENGLISH","GRAD",1
"False Impressions","ENGLISH","UNDERGRAD",1
"False Impressions","MATHEMATICS","GRAD",4
"False Impressions","MATHEMATICS","UNDERGRAD",2
"False Impressions","POLITICAL_SCIENCE","GRAD",4
"False Impressions","POLITICAL_SCIENCE","UNDERGRAD",3
"False Impressions","PSYCHOLOGY","GRAD",3
"False Impressions","PSYCHOLOGY","UNDERGRAD",3
"False Impressions","STATISTICS","GRAD",1
"False Impressions","STATISTICS","UNDERGRAD",4
"Farewell to Arms, A","COMPUTER_SCIENCE","GRAD",4
"Farewell to Arms, A","COMPUTER_SCIENCE","UNDERGRAD",2
"Farewell to Arms, A","DANCE","GRAD",4
"Farewell to Arms, A","DANCE","UNDERGRAD",7
"Farewell to Arms, A","ECONOMICS","GRAD",6
"Farewell to Arms, A","ECONOMICS","UNDERGRAD",3
"Farewell to Arms, A","ENGLISH","GRAD",5
"Farewell to Arms, A","ENGLISH","UNDERGRAD",4
"Farewell to Arms, A","MATHEMATICS","GRAD",3
"Farewell to Arms, A","MATHEMATICS","UNDERGRAD",5
"Farewell to Arms, A","POLITICAL_SCIENCE","GRAD",6
"Farewell to Arms, A","POLITICAL_SCIENCE","UNDERGRAD",4
"Farewell to Arms, A","PSYCHOLOGY","GRAD",3
"Farewell to Arms, A","STATISTICS","GRAD",4
"Farewell to Arms, A","STATISTICS","UNDERGRAD",3
"Final Crisis","COMPUTER_SCIENCE","GRAD",6
"Final Crisis","DANCE","GRAD",1
"Final Crisis","DANCE","UNDERGRAD",2
"Final Crisis","ECONOMICS","GRAD",6
"Final Crisis","ECONOMICS","UNDERGRAD",2
"Final Crisis","ENGLISH","GRAD",5
"Final Crisis","ENGLISH","UNDERGRAD",4
"Final Crisis","MATHEMATICS","GRAD",2
"Final Crisis","MATHEMATICS","UNDERGRAD",3
"Final Crisis","POLITICAL_SCIENCE","GRAD",3
"Final Crisis","POLITICAL_SCIENCE","UNDERGRAD",3
"Final Crisis","PSYCHOLOGY","GRAD",6
"Final Crisis","STATISTICS","GRAD",3
"Final Crisis","STATISTICS","UNDERGRAD",2
"Flashpoint","COMPUTER_SCIENCE","GRAD",3
"Flashpoint","COMPUTER_SCIENCE","UNDERGRAD",3
"Flashpoint","DANCE","GRAD",1
"Flashpoint","DANCE","UNDERGRAD",2
"Flashpoint","ECONOMICS","GRAD",5
"Flashpoint","ECONOMICS","UNDERGRAD",2
"Flashpoint","ENGLISH","GRAD",5
"Flashpoint","ENGLISH","UNDERGRAD",2
"Flashpoint","MATHEMATICS","GRAD",1
"Flashpoint","MATHEMATICS","UNDERGRAD",3
"Flashpoint","POLITICAL_SCIENCE","GRAD",1
"Flashpoint","POLITICAL_SCIENCE","UNDERGRAD",6
"Flashpoint","PSYCHOLOGY","GRAD",4
"Flashpoint","PSYCHOLOGY","UNDERGRAD",2
"Flashpoint","STATISTICS","GRAD",1
"Flashpoint","STATISTICS","UNDERGRAD",1
"Freakonomics","COMPUTER_SCIENCE","GRAD",4
"Freakonomics","COMPUTER_SCIENCE","UNDERGRAD",1
"Freakonomics","DANCE","GRAD",2
"Freakonomics","DANCE","UNDERGRAD",7
"Freakonomics","ECONOMICS","GRAD",6
"Freakonomics","ECONOMICS","UNDERGRAD",2
"Freakonomics","ENGLISH","GRAD",5
"Freakonomics","ENGLISH","UNDERGRAD",6
"Freakonomics","MATHEMATICS","GRAD",2
"Freakonomics","MATHEMATICS","UNDERGRAD",2
"Freakonomics","POLITICAL_SCIENCE","GRAD",1
"Freakonomics","POLITICAL_SCIENCE","UNDERGRAD",4
"Freakonomics","PSYCHOLOGY","GRAD",1
"Freakonomics","PSYCHOLOGY","UNDERGRAD",2
"Freakonomics","STATISTICS","GRAD",3
"Freakonomics","STATISTICS","UNDERGRAD",3
"Free Will","COMPUTER_SCIENCE","GRAD",3
"Free Will","COMPUTER_SCIENCE","UNDERGRAD",5
"Free Will","DANCE","GRAD",5
"Free Will","DANCE","UNDERGRAD",6
"Free Will","ECONOMICS","GRAD",1
"Free Will","ECONOMICS","UNDERGRAD",1
"Free Will","ENGLISH","GRAD",6
"Free Will","ENGLISH","UNDERGRAD",5
"Free Will","MATHEMATICS","GRAD",3
"Free Will","MATHEMATICS","UNDERGRAD",2
"Free Will","POLITICAL_SCIENCE","GRAD",6
"Free Will","POLITICAL_SCIENCE","UNDERGRAD",3
"Free Will","PSYCHOLOGY","GRAD",5
"Free Will","PSYCHOLOGY","UNDERGRAD",3
"Free Will","STATISTICS","GRAD",3
"Free Will","STATISTICS","UNDERGRAD",2
"Freedom at Midnight","COMPUTER_SCIENCE","GRAD",5
"Freedom at Midnight","COMPUTER_SCIENCE","UNDERGRAD",5
"Freedom at Midnight","DANCE","GRAD",4
"Freedom at Midnight","DANCE","UNDERGRAD",2
"Freedom at Midnight","ECONOMICS","UNDERGRAD",4
"Freedom at Midnight","ENGLISH","GRAD",1
"Freedom at Midnight","ENGLISH","UNDERGRAD",1
"Freedom at Midnight","MATHEMATICS","GRAD",7
"Freedom at Midnight","MATHEMATICS","UNDERGRAD",1
"Freedom at Midnight","POLITICAL_SCIENCE","GRAD",6
"Freedom at Midnight","POLITICAL_SCIENCE","UNDERGRAD",4
"Freedom at Midnight","PSYCHOLOGY","GRAD",2
"Freedom at Midnight","PSYCHOLOGY","UNDERGRAD",5
"Freedom at Midnight","STATISTICS","GRAD",3
"Freedom at Midnight","STATISTICS","UNDERGRAD",3
"From Beirut to Jerusalem","COMPUTER_SCIENCE","GRAD",2
"From Beirut to Jerusalem","COMPUTER_SCIENCE","UNDERGRAD",3
"From Beirut to Jerusalem","DANCE","GRAD",6
"From Beirut to Jerusalem","DANCE","UNDERGRAD",5
"From Beirut to Jerusalem","ECONOMICS","GRAD",4
"From Beirut to Jerusalem","ECONOMICS","UNDERGRAD",2
"From Beirut to Jerusalem","ENGLISH","GRAD",4
"From Beirut to Jerusalem","ENGLISH","UNDERGRAD",4
"From Beirut to Jerusalem","MATHEMATICS","GRAD",9
"From Beirut to Jerusalem","MATHEMATICS","UNDERGRAD",2
"From Beirut to Jerusalem","POLITICAL_SCIENCE","GRAD",3
"From Beirut to Jerusalem","POLITICAL_SCIENCE","UNDERGRAD",2
"From Beirut to Jerusalem","PSYCHOLOGY","GRAD",4
"From Beirut to Jerusalem","PSYCHOLOGY","UNDERGRAD",3
"From Beirut to Jerusalem","STATISTICS","GRAD",3
"From Beirut to Jerusalem","STATISTICS","UNDERGRAD",1
"Fundamentals of Wavelets","COMPUTER_SCIENCE","GRAD",1
"Fundamentals of Wavelets","COMPUTER_SCIENCE","UNDERGRAD",3
"Fundamentals of Wavelets","DANCE","GRAD",4
"Fundamentals of Wavelets","DANCE","UNDERGRAD",1
"Fundamentals of Wavelets","ECONOMICS","GRAD",1
"Fundamentals of Wavelets","ECONOMICS","UNDERGRAD",3
"Fundamentals of Wavelets","ENGLISH","GRAD",2
"Fundamentals of Wavelets","ENGLISH","UNDERGRAD",3
"Fundamentals of Wavelets","MATHEMATICS","GRAD",2
"Fundamentals of Wavelets","MATHEMATICS","UNDERGRAD",3
"Fundamentals of Wavelets","POLITICAL_SCIENCE","GRAD",1
"Fundamentals of Wavelets","POLITICAL_SCIENCE","UNDERGRAD",1
"Fundamentals of Wavelets","PSYCHOLOGY","GRAD",4
"Fundamentals of Wavelets","PSYCHOLOGY","UNDERGRAD",5
"Fundamentals of Wavelets","STATISTICS","GRAD",3
"Fundamentals of Wavelets","STATISTICS","UNDERGRAD",2
"Girl who kicked the Hornet's Nest","COMPUTER_SCIENCE","GRAD",6
"Girl who kicked the Hornet's Nest","COMPUTER_SCIENCE","UNDERGRAD",2
"Girl who kicked the Hornet's Nest","DANCE","GRAD",3
"Girl who kicked the Hornet's Nest","DANCE","UNDERGRAD",4
"Girl who kicked the Hornet's Nest","ECONOMICS","GRAD",5
"Girl who kicked the Hornet's Nest","ECONOMICS","UNDERGRAD",4
"Girl who kicked the Hornet's Nest","ENGLISH","GRAD",3
"Girl who kicked the Hornet's Nest","ENGLISH","UNDERGRAD",1
"Girl who kicked the Hornet's Nest","MATHEMATICS","GRAD",5
"Girl who kicked the Hornet's Nest","MATHEMATICS","UNDERGRAD",3
"Girl who kicked the Hornet's Nest","POLITICAL_SCIENCE","GRAD",1
"Girl who kicked the Hornet's Nest","POLITICAL_SCIENCE","UNDERGRAD",3
"Girl who kicked the Hornet's Nest","PSYCHOLOGY","GRAD",3
"Girl who kicked the Hornet's Nest","PSYCHOLOGY","UNDERGRAD",2
"Girl who kicked the Hornet's Nest","STATISTICS","GRAD",4
"Girl who kicked the Hornet's Nest","STATISTICS","UNDERGRAD",5
"Girl who played with Fire","COMPUTER_SCIENCE","GRAD",4
"Girl who played with Fire","COMPUTER_SCIENCE","UNDERGRAD",8
"Girl who played with Fire","DANCE","GRAD",2
"Girl who played with Fire","DANCE","UNDERGRAD",5
"Girl who played with Fire","ECONOMICS","GRAD",2
"Girl who played with Fire","ECONOMICS","UNDERGRAD",3
"Girl who played with Fire","ENGLISH","GRAD",4
"Girl who played with Fire","ENGLISH","UNDERGRAD",4
"Girl who played with Fire","MATHEMATICS","GRAD",1
"Girl who played with Fire","MATHEMATICS","UNDERGRAD",4
"Girl who played with Fire","POLITICAL_SCIENCE","GRAD",2
"Girl who played with Fire","POLITICAL_SCIENCE","UNDERGRAD",5
"Girl who played with Fire","PSYCHOLOGY","GRAD",3
"Girl who played with Fire","PSYCHOLOGY","UNDERGRAD",2
"Girl who played with Fire","STATISTICS","GRAD",8
"Girl who played with Fire","STATISTICS","UNDERGRAD",4
"Girl with the Dragon Tattoo","COMPUTER_SCIENCE","GRAD",4
"Girl with the Dragon Tattoo","COMPUTER_SCIENCE","UNDERGRAD",6
"Girl with the Dragon Tattoo","DANCE","GRAD",3
"Girl with the Dragon Tattoo","DANCE","UNDERGRAD",2
"Girl with the Dragon Tattoo","ECONOMICS","GRAD",2
"Girl with the Dragon Tattoo","ECONOMICS","UNDERGRAD",5
"Girl with the Dragon Tattoo","ENGLISH","GRAD",3
"Girl with the Dragon Tattoo","ENGLISH","UNDERGRAD",2
"Girl with the Dragon Tattoo","MATHEMATICS","GRAD",5
"Girl with the Dragon Tattoo","MATHEMATICS","UNDERGRAD",4
"Girl with the Dragon Tattoo","POLITICAL_SCIENCE","GRAD",3
"Girl with the Dragon Tattoo","POLITICAL_SCIENCE","UNDERGRAD",5
"Girl with the Dragon Tattoo","PSYCHOLOGY","GRAD",3
"Girl with the Dragon Tattoo","PSYCHOLOGY","UNDERGRAD",6
"Girl with the Dragon Tattoo","STATISTICS","GRAD",1
"Girl with the Dragon Tattoo","STATISTICS","UNDERGRAD",5
"God Created the Integers","COMPUTER_SCIENCE","GRAD",3
"God Created the Integers","COMPUTER_SCIENCE","UNDERGRAD",4
"God Created the Integers","DANCE","GRAD",6
"God Created the Integers","DANCE","UNDERGRAD",5
"God Created the Integers","ECONOMICS","GRAD",3
"God Created the Integers","ECONOMICS","UNDERGRAD",3
"God Created the Integers","ENGLISH","GRAD",5
"God Created the Integers","ENGLISH","UNDERGRAD",3
"God Created the Integers","MATHEMATICS","GRAD",4
"God Created the Integers","MATHEMATICS","UNDERGRAD",5
"God Created the Integers","POLITICAL_SCIENCE","GRAD",3
"God Created the Integers","POLITICAL_SCIENCE","UNDERGRAD",1
"God Created the Integers","PSYCHOLOGY","GRAD",3
"God Created the Integers","PSYCHOLOGY","UNDERGRAD",2
"God Created the Integers","STATISTICS","GRAD",5
"God Created the Integers","STATISTICS","UNDERGRAD",3
"Grapes of Wrath, The","COMPUTER_SCIENCE","GRAD",5
"Grapes of Wrath, The","COMPUTER_SCIENCE","UNDERGRAD",2
"Grapes of Wrath, The","DANCE","GRAD",5
"Grapes of Wrath, The","DANCE","UNDERGRAD",4
"Grapes of Wrath, The","ECONOMICS","GRAD",4
"Grapes of Wrath, The","ECONOMICS","UNDERGRAD",5
"Grapes of Wrath, The","ENGLISH","GRAD",1
"Grapes of Wrath, The","ENGLISH","UNDERGRAD",4
"Grapes of Wrath, The","MATHEMATICS","GRAD",4
"Grapes of Wrath, The","MATHEMATICS","UNDERGRAD",3
"Grapes of Wrath, The","POLITICAL_SCIENCE","GRAD",3
"Grapes of Wrath, The","POLITICAL_SCIENCE","UNDERGRAD",4
"Grapes of Wrath, The","PSYCHOLOGY","GRAD",2
"Grapes of Wrath, The","PSYCHOLOGY","UNDERGRAD",4
"Grapes of Wrath, The","STATISTICS","GRAD",5
"Grapes of Wrath, The","STATISTICS","UNDERGRAD",3
"Great Indian Novel, The","COMPUTER_SCIENCE","GRAD",2
"Great Indian Novel, The","COMPUTER_SCIENCE","UNDERGRAD",3
"Great Indian Novel, The","DANCE","GRAD",2
"Great Indian Novel, The","DANCE","UNDERGRAD",3
"Great Indian Novel, The","ECONOMICS","GRAD",1
"Great Indian Novel, The","ECONOMICS","UNDERGRAD",3
"Great Indian Novel, The","ENGLISH","GRAD",5
"Great Indian Novel, The","ENGLISH","UNDERGRAD",5
"Great Indian Novel, The","MATHEMATICS","GRAD",3
"Great Indian Novel, The","MATHEMATICS","UNDERGRAD",7
"Great Indian Novel, The","POLITICAL_SCIENCE","GRAD",4
"Great Indian Novel, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Great Indian Novel, The","PSYCHOLOGY","GRAD",3
"Great Indian Novel, The","PSYCHOLOGY","UNDERGRAD",2
"Great Indian Novel, The","STATISTICS","GRAD",1
"Great Indian Novel, The","STATISTICS","UNDERGRAD",2
"Great War for Civilization, The","COMPUTER_SCIENCE","GRAD",5
"Great War for Civilization, The","COMPUTER_SCIENCE","UNDERGRAD",6
"Great War for Civilization, The","DANCE","GRAD",5
"Great War for Civilization, The","DANCE","UNDERGRAD",6
"Great War for Civilization, The","ECONOMICS","GRAD",4
"Great War for Civilization, The","ECONOMICS","UNDERGRAD",2
"Great War for Civilization, The","ENGLISH","GRAD",1
"Great War for Civilization, The","ENGLISH","UNDERGRAD",2
"Great War for Civilization, The","MATHEMATICS","GRAD",4
"Great War for Civilization, The","MATHEMATICS","UNDERGRAD",3
"Great War for Civilization, The","POLITICAL_SCIENCE","GRAD",2
"Great War for Civilization, The","POLITICAL_SCIENCE","UNDERGRAD",6
"Great War for Civilization, The","PSYCHOLOGY","GRAD",2
"Great War for Civilization, The","PSYCHOLOGY","UNDERGRAD",4
"Great War for Civilization, The","STATISTICS","GRAD",5
"Great War for Civilization, The","STATISTICS","UNDERGRAD",3
"Gun Gayin Awadi","COMPUTER_SCIENCE","GRAD",2
"Gun Gayin Awadi","COMPUTER_SCIENCE","UNDERGRAD",1
"Gun Gayin Awadi","DANCE","GRAD",5
"Gun Gayin Awadi","DANCE","UNDERGRAD",4
"Gun Gayin Awadi","ECONOMICS","GRAD",3
"Gun Gayin Awadi","ECONOMICS","UNDERGRAD",2
"Gun Gayin Awadi","ENGLISH","GRAD",5
"Gun Gayin Awadi","ENGLISH","UNDERGRAD",3
"Gun Gayin Awadi","MATHEMATICS","GRAD",4
"Gun Gayin Awadi","MATHEMATICS","UNDERGRAD",2
"Gun Gayin Awadi","POLITICAL_SCIENCE","UNDERGRAD",5
"Gun Gayin Awadi","PSYCHOLOGY","GRAD",2
"Gun Gayin Awadi","PSYCHOLOGY","UNDERGRAD",1
"Gun Gayin Awadi","STATISTICS","GRAD",2
"Gun Gayin Awadi","STATISTICS","UNDERGRAD",2
"Hafasavnuk","COMPUTER_SCIENCE","GRAD",3
"Hafasavnuk","COMPUTER_SCIENCE","UNDERGRAD",6
"Hafasavnuk","DANCE","GRAD",3
"Hafasavnuk","DANCE","UNDERGRAD",4
"Hafasavnuk","ECONOMICS","GRAD",5
"Hafasavnuk","ECONOMICS","UNDERGRAD",4
"Hafasavnuk","ENGLISH","GRAD",4
"Hafasavnuk","ENGLISH","UNDERGRAD",5
"Hafasavnuk","MATHEMATICS","GRAD",1
"Hafasavnuk","MATHEMATICS","UNDERGRAD",1
"Hafasavnuk","POLITICAL_SCIENCE","GRAD",1
"Hafasavnuk","POLITICAL_SCIENCE","UNDERGRAD",6
"Hafasavnuk","PSYCHOLOGY","GRAD",2
"Hafasavnuk","PSYCHOLOGY","UNDERGRAD",1
"Hafasavnuk","STATISTICS","GRAD",2
"Hafasavnuk","STATISTICS","UNDERGRAD",3
"Half A Life","COMPUTER_SCIENCE","GRAD",2
"Half A Life","COMPUTER_SCIENCE","UNDERGRAD",4
"Half A Life","DANCE","GRAD",1
"Half A Life","DANCE","UNDERGRAD",2
"Half A Life","ECONOMICS","GRAD",1
"Half A Life","ECONOMICS","UNDERGRAD",2
"Half A Life","ENGLISH","GRAD",2
